Title,Company,City,Country,Type,Seniority,Posted,Collected Date,Applicants,Employees,Industry,Job URL,Job ID,Job Description
"Data Analytics Intern
Data Analytics Intern with verification",Deloitte,Budapest,Hungary,On-site,Internship,N/A,2024-08-01,Over 100 applicants,"10,001+ employees",Business Consulting and Services,https://www.linkedin.com/jobs/search/?currentJobId=3896178739&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3896178739,"""About the job
Description & Requirements

Kit keresünk

Magabiztos angol nyelvtudás írásban és szóban 
Informatikai vagy gazdasági területen folyamatban lévő vagy befejezett felsőfokú tanulmányok IT affinitással - előny: gazdaságinformatika szak 
Gyakornoki pozíció esetén legalább heti 28 órás munkaidő vállalása 
Üzleti és számviteli ismeretek, érdeklődés 
Pontosság, precizitás, megbízhatóság 
Erős analitikus képesség 
Excel és SQL magabiztos használata 

Előnyt jelent:



Python, VBA programozásban szerzett jártasság 
Adatbáziskezelésben szerzett gyakorlat 

Amivel foglalkozni fogsz

Adatelemzési feladatok, adatminőség vizsgálat és javítás, adatbetöltés végrehajtása, monitorozása, eredmények értelmezése (ETL) 
A közép-európai Deloitte könyvvizsgálói csapatainak támogatása 
Könyvvizsgálati adatelőkészítés támogatása 
Komplex nem statisztikai adatelemzési feladatok ellátása 
Tanácsadói, könyvvizsgálói munkákhoz szükséges elemzések készítése, monitorozása, kiértékelése 
A folyamatok során előforduló problémák kezelése önállóan vagy társterületekkel együttműködve 

Amit kínálunk

Kötelező szakmai gyakorlati időszak igazolása és rengeteg gyakorlatias tudás, amit a tanulmányok során is hasznosíthatsz 
Fejlődési és előlépési lehetőség 
Belső tréningek és tudásmegosztás 
Fiatalos, modern munkakörnyezet 
Összetartó és támogató csapat 
Lehetőség csatlakozni különböző projektekhez szakmai érdeklődés alapján (pl. robotika) 
Új technológiák alkalmazása 

Kiválasztási folyamat

Várjuk jelentkezésedet az alábbi munkába lépési nappal:

Augusztus 26.

A Deloitte-ról

A Deloitte a világ egyik vezető szakmai szolgáltató cége, amely könyvvizsgálói és számvitel tanácsadási területeken kínál világszínvonalú megoldásokat ügyfeleinek több mint 150 országban, több mint 450 ezer munkatárssal. Az általunk támogatott társaságoknak segítünk biztosítani a szabályozásokban és szabványokban megfogalmazott követelményeknek való megfelelést. A Deloitte Audit terület szakemberei független pénzügyi kimutatásokat és belső ellenőrzési auditokat készítenek, a legújabb szakmai standardoknak megfelelően, míg az Assurance terület szakemberei pénzügyi és vezetői számvitel tanácsadást biztosítanak a legmagasabb minőségben."""
"DATA ANALYST - DATA ENGINEER INTERNSHIP
DATA ANALYST - DATA ENGINEER INTERNSHIP",e-Novia,Arese,Italy,On-site,Internship,N/A,2024-08-01,0 applicants,201-500 employees,Mechanical Or Industrial Engineering,https://www.linkedin.com/jobs/search/?currentJobId=3986114640&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3986114640,"""About the job
La persona che stiamo cercando si occuperà di:

 Effettuare le verifiche per certificare la qualità e la significatività del dato misurato dagli headcounter;
 Utilizzare tool per l'estrazione dei dati da db SQL/NoSQL;
 Preparazione dei report per il pubblico (report mobilità), per i clienti o per uso interno;
 Uso (e a tendere anche la definizione/progettazione) di tool per identificare, analizzare e interpretare i pattern e trend di data set complessi per identificare anomalie e missing data


MUST HAVE

 Conoscenza di almeno uno dei principali linguaggi di programmazione per l’implementazione di soluzioni di advanced analytics (Python, C#);
 Familiarità con programmazione orientata agli oggetti;
 Conoscenza DB relazionali SQL-based;
 Buona conoscenza di Microsoft Office;
 Conoscenza della lingua Inglese


NICE TO HAVE

 Pregressa esperienza in ambito data analytics e/o data engineering
 Conoscenza di tools di data visualization (PowerBi, KNIME, TABLEAU)
 Esperienza di analisi dati con alta dipendenza spazio-temporale (serie storiche, dati geolocalizzati)
 Competenze utilizzo linux
 Conoscenza DB non-relazionali


COSA COMPRENDE L'OFFERTA

 Ottima opportunità di crescita tecnica e professionale in un contesto dinamico e stimolante.
 Mensa
 Sede di lavoro: Arese / work from home


Blimp è un datore di lavoro per le pari opportunità: questo annuncio di lavoro è aperto ad entrambi i generi in conformità al decreto legislativo italiano n. 198/2006."""
"Senior Data Analyst
Senior Data Analyst",Randstad,Diemen,Netherlands,On-site,Mid-Senior level,N/A,2024-08-01,Over 100 applicants,"10,001+ employees",Human Resources Services,https://www.linkedin.com/jobs/search/?currentJobId=3977221588&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3977221588,"""About the job
Are you our new colleague?
We’re looking for a Senior Data Analyst at Diemen HQ, Netherlands. Hybrid. Fulltime.

people at the heart of everything we do
Working at Randstad is unlike working at any organization. Because at Randstad we put people at the heart of everything we do. This goes for our clients, our talent, our employees, and society. We combine our passion for people with the power of today’s technologies. This helps us support people and organizations in realizing their true potential. Learn more about our mission, history and values on our website: www.randstad.com

how you will contribute
As a Senior Data Analyst at Randstad, you will leverage your excellent analytical skills and keen eye for detail to drive impactful data insights. In this role, you will go beyond the numbers to be the voice of data, effectively communicating with decision-makers, product owners, and team leaders.
You will thrive in our fast-paced corporate environment, adapting quickly to new challenges and finding pragmatic solutions. You will take ownership of your work, ensuring accuracy and consistency in all your analyses. Your ability to translate complex data into actionable insights will play a crucial role in guiding strategic decisions and driving the success of our initiatives.

what you will be doing
Within this role, via Randstad Market Insights (RMI), you will enable colleagues to make data driven decisions and conclusions by making data accessible and understandable. Behind the scenes you will set up and execute data analysis on a variety of internal and external data sources as well as build dashboards to generate actionable insights, keep track of the key data quality metrics and identify opportunities for improvement.

who will you work with
As part of the RMI team, you will collaborate closely with data engineers, data scientists, a product owner, a scrum master, and junior data analysts based in the Global Competency Center (GCC). Additionally, you will work alongside a senior data engineer, ensuring seamless integration and analysis of data across various projects.
In this guiding role, you will mentor and support junior data analysts, fostering their growth and development within the team. Your responsibilities will involve working with internal stakeholders to understand their data needs, translating these requirements into actionable insights, and ensuring the delivery of high-quality data solutions.

what you will bring
Your communication, visualization, and storytelling skills are well-developed, allowing you to effectively translate complex data into clear, compelling narratives for various audiences. With a track record in data analysis, preferably within a market intelligence or similar corporate environment, you excel in collaborative settings and are an excellent team player.
You possess fluency in data visualization and business intelligence (BI) tools enabling you to create insightful and impactful visual representations of data as well as proficiency in SQL. Additionally, you have hands-on experience with cloud platforms, particularly Google Cloud Platform (GCP), enhancing your ability to manage and analyze data in modern, scalable environments.
Your demonstrated ability to lead projects and mentor junior team members, fostering a culture of continuous learning and improvement within the team.

what’s in it for you
We put people at the heart of everything we do. Our employment conditions reflect this;
Hybrid work (based twice a week in Diemen HQ) with sporadic travel requirements
Competitive salary
An additional flexible benefit budget
Attractive bonus scheme
Option to take part in Randstad's success through our employee Share Purchase Plan
Option to go on a sabbatical leave or buy extra holidays
Attractive mobility arrangements
Opportunity to give back to local communities through paid volunteering leave
Growth and development opportunities in a fast changing global environment
Working with great people and being part of a network where everyone wants you to succeed
An environment where differences are understood, valued and celebrated

We want our teams and talent to reflect the rich diversity of the societies we serve. We thrive for an environment of belonging, safety and confidence. So everyone can bring their whole selves to work and flourish. Learn more about equity, diversity, inclusion and belonging at randstad here.

If you recognize yourself in the profile above, we invite you to apply for this role. For more information you can reach out to our Internal Talent Acquisition Partner Jenny Roberts (jennifer.roberts@randstadsourceright.co.uk)

The recruitment procedure consists of a screening, a 30 minute online behavioural assesment and at least two interviews.

We are an inclusive employer and should you require any reasonable adjustments in order to complete any aspect of the recruitment process, please contact the Internal Talent Acquisition (ITA) team"""
"Data Analyst
Data Analyst",Aluxion,European Union (Remote),N/A,On-site,Mid-Senior level,2 hours ago,2024-08-01,43 applicants,11-50 employees,"Technology, Information and Internet",https://www.linkedin.com/jobs/search/?currentJobId=3989990833&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3989990833,"""About the job
At Aluxion we are seeking a highly skilled Data Analyst to join our team and play a pivotal role in driving data-driven decision making. The ideal candidate will be a strategic thinker with a strong analytical mindset and a passion for uncovering insights from data.


Responsibilities
Project Management: Lead project planning, scheduling, and execution to ensure timely and high-quality delivery
Data Analysis and Modeling: Develop and maintain data models, write efficient SQL queries, and design and maintain cloud data warehouses
Stakeholder Management: Build and maintain strong relationships with clients, providing regular updates and addressing their needs
Business Development: Contribute to business development initiatives by providing data-driven insights and recommendations
Data Governance: Create and maintain data dictionaries, lineage documents, and ERD diagrams to ensure data quality and consistency
Performance Analysis: Track and analyze key performance indicators (KPIs) such as CPA, CLV, ROAS, conversion rates, and customer segmentation
A/B Testing: Conduct A/B tests to optimize marketing campaigns and improve performance
Data Visualization: Create compelling data visualizations using tools like Tableau, PowerBI, or Looker to communicate insights effectively

.
Requirements:
Bachelor's degree in Computer Science, Statistics, Mathematics, or a related field. 
5+ years of experience in data analysis and project management.
Strong SQL skills and proficiency in cloud data warehousing platforms. 
Experience with data visualization tools (Tableau, PowerBI, Looker).
Excellent analytical and problem-solving skills.
Strong communication and interpersonal skills.

Preferred Qualifications:

Experience with Python programming language.
Knowledge of marketing analytics and attribution modeling.

If you are a data-driven individual with a passion for uncovering insights and driving business growth, we encourage you to apply!"""
"Transportation Data Analyst (Citymapper)
Transportation Data Analyst (Citymapper) with verification",Via,Amsterdam,Netherlands,On-site,Entry level,N/A,2024-08-01,Over 100 applicants,"501-1,000 employees",Software Development,https://www.linkedin.com/jobs/search/?currentJobId=3958097481&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3958097481,"""About the job
At Citymapper (powered by Via), we’re on a mission to help make complex cities more accessible to everyday users. Our application transports millions of people in hundreds of cities around the world by giving them access to the most current and sophisticated transportation options available. We make getting around your favorite city easy, so that you can enjoy the ride.

As a Transportation Data Analyst  at Citymapper, you will be managing the data that is the backbone of our application’s success. Y our work directly impacts our user experience, and is the difference between a user seeing a bus drive away, or reaching it just in time. Millions of users around the world trust our application to be on time for work, a job interview, or a date - and we take great responsibility in fulfilling that need.

This job can be done remotely if you're based in England, the Netherlands, Germany or Bulgaria. If you prefer hybrid, we have offices in London, Berlin, Paris, Amsterdam, and Sofia.

What You'll Do:

 You will help to manage the timetable data that powers the Citymapper application. Using proprietary tools and methods, you will transform often messy transit schedules into shiny and reliable user information. 
 You will build, validate and ship data to production on a daily basis. 
 You will manage data in a range of cities and across different formats. 
 You will work with our engineers to build for scale by improving tools and automating tasks. 
 You will ensure data quality in our web and mobile products so that users continue to love and trust Citymapper. 

Who You Are:

 You have a passion for public transportation and cities, and an interest in how public transportation networks operate. 
 You are comfortable dealing with large data sets, and have an eagerness to learn new data skills. 
 You take a hands-on, practical, pragmatic attitude to your work. 
 You have exceptional attention to detail, and an ability to communicate those details to other collaborators. 
 You have up to 3 years of experience working with data, Python and/or common transit data formats (GTFS, TransXChange, Siri, Hafas, etc). 

Compensation and Benefits:

Becoming part of Via, a company that was awarded for its commitment to social good
Joining the team working on the industry-leading mobile app that is loved and trusted by millions of users
State of the art hardware for you to perform your work worry free
Ongoing support and training to ensure you have the resources you need to thrive and progress in your career
A hybrid or remote work model. Remote work is possible if you're based in one of these countries: England, Germany or Netherlands
Competitive compensation
Monthly health stipend 
25 vacation days

We’re Via, and we build technology that changes the way the world moves. We pioneered the TransitTech category to ensure that the future of transportation is shared, dynamic public mobility — the kind that reduces carbon emissions across congested cities, minimizes reliance on private cars, and provides everyone with accessible, efficient, and affordable ways of getting around.

We created the first end-to-end TransitTech solution for cities and transit agencies, offering world-class software, service design, and operational expertise to fundamentally improve the way the world moves.

Via was founded with the guiding principle that we go further when we go together. We are dedicated to building a diverse, inclusive and authentic workplace. If you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyways. You may be just the right candidate for this or other roles. All backgrounds, identities, and voices are welcomed and celebrated at Via.

Ready to join the ride?

Via is an equal opportunity employer."""
"Data Analyst (m/w/d)
Data Analyst (m/w/d)",VRM,Mainz,Germany,On-site,Entry level,N/A,2024-08-01,0 applicants,"1,001-5,000 employees",Newspaper Publishing,https://www.linkedin.com/jobs/search/?currentJobId=3986705228&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3986705228,"""About the job
Das sind Deine Aufgaben

Du erweiterst das bestehende Berichtswesen und baust neue Dashboards innerhalb unseres Analyse- und Visualisierungstools Tableau auf. 
Du kommunizierst mit internen Stakeholdern aus verschiedenen Bereichen
und wirbst für das kennzahlengetriebene Arbeiten. 
Du verstehst und optimierst Business-Prozesse und Schnittstellen sowie Datenflüsse. 
Du entwickelst Grundlagen für kennzahlengetriebene Steuerungssysteme. 
Du strukturierst und analysierst Rohdaten und leitest daraus Handlungsempfehlungen ab. 
Du verknüpfst verschiedene Datenquellen und optimierst unsere Datenarchitektur. 

Das bringst Du mit

Du besitzt ein abgeschlossenes Studium idealerweise mit datenspezifischem Schwerpunkt und hast Lust auf die Arbeit im Bereich Business Intelligence und Smart Data. 
Du hast Erfahrungen im Umgang mit Analyse- und Visualisierungstools, optimalerweise mit Tableau. 
Du zeichnest dich durch eine ausgeprägte Affinität zu Zahlen und Datenbanken aus. 
Du hast ein sehr gutes Verständnis für Geschäftsprozesse und Zusammenhänge. 
Du hast ausgeprägte analytische Fähigkeiten, besitzt ein abstraktes
Denkvermögen, bist flexibel, teamfähig und arbeitest verantwortungsbewusst und eigeninitiativ. 

Das bieten wir Dir 

Einen spannenden und vielfältigen Aufgabenbereich in einem erfolgreichen Medienunternehmen. 
Viel Raum für Deine eigenen Ideen und größtmöglichen Gestaltungsspielraum. 
Ein sympathisches Team, das sich gegenseitig unterstützt und gemeinsam etwas bewegen möchte. 
Eine flexible Arbeitszeitgestaltung mit Homeoffice-Option und 30 Tage Urlaub. 
Ein umfangreiches Onboardingprogramm, vielfältige Weiterbildungsangebote und eine betriebliche Altersvorsorge. 
Vergünstigungen im Fitnessstudio oder anderen Sportprogrammen, ein bezuschusstes Mittagessen in unserer Kantine und regelmäßige Büromassagen."""
"Data Analyst
Data Analyst",Women Hub,Madrid,Spain,On-site,Associate,N/A,2024-08-01,Over 100 applicants,11-50 employees,Wellness and Fitness Services,https://www.linkedin.com/jobs/search/?currentJobId=3987017392&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3987017392,"""About the job
Somos una plataforma hecha por y para mujeres de todas las edades. Queremos crear un espacio seguro donde hablar sin complejos y arrojar luz sobre las dudas más comunes en torno a nuestro propio cuerpo. Nos hemos volcado en el universo de la salud femenina para ofrecer información útil, clara y rigurosa. Sin eufemismos. Sin tecnicismos. Sin prejuicios. Juntas compartimos un camino: empoderarnos a través de la información, fomentar el autoconocimiento, aprender a querernos, a aceptarnos y, en definitiva, a cuidarnos.

¿Eres un apasionado de los datos y crees que son una pieza clave para ayudar a las compañías a conseguir sus resultados? Desde Women HUB, startup digital especializada en salud de la mujer, buscamos un/a Data Analyst con experiencia de al menos 2-3 años para entrar a formar parte del equipo digital. Tendrás un perfil global que aborda desde el planteamiento de medición estratégica, hasta el desarrollo y seguimiento de los proyectos. Destacando la capacidad analítica, generación de informes y plantemiento de insights a los responsables de proyecto.

Tus funciones serán:

Análisis de Datos:
Recopilar, limpiar y analizar datos para identificar patrones, tendencias y oportunidades de mejora.
Utilizar herramientas analíticas y técnicas estadísticas para interpretar conjuntos de datos complejos.

Elaboración de Informes:
Crear informes y presentaciones claras y concisas que comuniquen hallazgos y recomendaciones a los equipos y otros departamentos relevantes.
Desarrollar paneles de control y dashboards para facilitar la toma de decisiones basada en datos.

Gestión de Datos:
Colaborar en la gestión y mantenimiento de bases de datos, asegurando la integridad y la calidad de los datos.
Identificar y resolver problemas relacionados con la calidad de los datos.

Modelado Predictivo:
Participar en la construcción y validación de modelos predictivos para respaldar la toma de decisiones empresariales.
Evaluar la efectividad de los modelos y realizar ajustes según sea necesario.

Colaboración Interdepartamental:
Trabajar en estrecha colaboración con equipos de diferentes departamentos para comprender sus necesidades analíticas y proporcionar soluciones efectivas.
Brindar soporte analítico para proyectos interdepartamentales.

Investigación y Desarrollo:
Mantenerse actualizado sobre las últimas tendencias en análisis de datos y tecnologías relacionadas.
Proponer y desarrollar nuevas metodologías y enfoques para mejorar la eficiencia y la efectividad del análisis de datos.

Requisitos:

Licenciatura en Estadística, Matemáticas, Ciencias de la Computación o campo relacionado.
Experiencia demostrada en análisis de datos, preferiblemente en un entorno empresarial.
Se valorará experiencia en el sector digital (análisis de datos provenientes de fuentes de datos digitales como redes sociales, CRM, e-commerce, Google, etc)
Competencia en el uso de herramientas como SQL, Python, R o herramientas de BI.
Habilidades sólidas de comunicación oral y escrita.
Capacidad para trabajar de manera independiente y en equipo.
Orientación a resultados y atención al detalle.
Nivel alto de inglés.

Ofrecemos un entorno de trabajo dinámico, oportunidades de desarrollo profesional y un equipo apasionado por la innovación basada en datos. Si estás buscando un desafío emocionante en el campo del análisis de datos, ¡te invitamos a formar parte de nuestro equipo!"""
"PV Performance Data Analyst
PV Performance Data Analyst",LesJeudis,Montpellier,France,On-site,Entry level,N/A,2024-08-01,0 applicants,11-50 employees,IT Services and IT Consulting,https://www.linkedin.com/jobs/search/?currentJobId=3984961946&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3984961946,"""About the job
Détail de l'offre

Informations générales

Référence

Equans_56643

Date de parution

31/07/2024

Description Du Poste

Filière Métier

Réf métier Bouygues SA - TRAVAUX

Intitulé du poste

PV Performance Data Analyst

Contrat

CDI

Temps de travail

Temps complet

Description De La Mission

Bouygues Energies and Services is a small branch within the Equans France and we specialize in energy and, more broadly, in electrical engineering for renewable energies. Our job is to design, build and maintain photovoltaic power plants such as shading systems and solar power plants, which can be on land or floating.

Equans France, in general, designs, installs, maintains, and operates technical systems and customized services in over 30 countries. These services enable customers to combine control over their energy consumption with quality of life and working conditions for their users.

Among the 27 000+ employees that are accompanying Equans France on its adventure, 550 of them is supporting the Energy Business of Bouygues Energies & Services.

New job opportunity : Equans Solar & Storage is hiring :

?? The PV Performance Data Analyst is a member of BYES International O&M team managing ca.1GWp of utility scale solar PV power plants. ??

? He/she will be an integral person in the day-to-day operation of solar farms, including assessing the performance of the solar farms, analysing operation data with a view to extract actionable insights, real-time monitoring when required and troubleshooting technical issues with the generating assets when required. ?

 Main Duties & Responsibilities:

1 Remote monitoring of global solar O&M portfolio with a focus on data analytics.

2 Collection, triage and analysis of data from sites as well as maintenance operations (may occasionally require liaison with on-the-ground teams and/or O&M managers).

3 Coordinates the onboarding of newly connected plants to our hypervisor in the agreed timeline.

4 Fault analysis and categorisation of failure modes, statistical analysis.

5 Availability and Performance Ratio calculations, eventually developing a standardised calculation method/format to benchmark all sites with the same calculations following best practice guidance.

6 Comparison of actual performance data with forecasts (Availability, Performance Ratio, Yield).

7 Development of in-house tools for data analytics that can be used across a diverse portfolio of assets.

8 To be an """"embassador"""" of performance team across the PV wider team.

9 To keep abreast of technological and commercial market developments and to inform senior management of any salient information.

 Person Specification:

1 Degree in Engineering or Physics.

2 Good English level.

3 Knowledge of Microsoft Excel (Power BI optional).

4 Organisational skills, reporting skills, attention to detail and good communication.

5 0-3 years' experience in PV and/or SCADA and/or Data Analyst: Knowledge in HV electrical, SCADA systems and photovoltaics is a bonus, but a self-learning, problem-solving personality is a must.

6 Familiarity with databases and big data management are welcomed. ???

Profil

BYES - MBU - XX - 05.10.2023

Localisation du poste

Localisation du poste

France, France, Languedoc-Roussillon, HERAULT (34)

Ville

Montpellier

Demandeur

E-mail opérationnel

antoine.favreau@equans.com"""
"Data Analyst
Data Analyst",Creative Fabrica,Amsterdam,Netherlands,On-site,Associate,N/A,2024-08-01,Over 100 applicants,51-200 employees,Software Development,https://www.linkedin.com/jobs/search/?currentJobId=3977768364&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3977768364,"""About the job
We're Creative Fabrica, a fast-scaling tech start-up from Amsterdam.

Our mission

Enable creativity by giving access to everything related to the creative process: inspiration, learning, creating, and sharing. The ‘Creative Inspiration Flywheel’

This creates a self-sustaining community that lives within the Creative Fabrica ecosystem.

About the platform

We launched in 2016 as a marketplace for fonts with a subscription service. In the last 8 years, we have been through tremendous growth, and we're just getting started!

We have scaled to 40 million+ monthly page views, over 20 million listed products, and 20000+ active designers.

Our focus is to create a platform for designers to offer exceptional high-quality content. We make their products searchable in unique ways. This allows our customers to speed up their workflow, allowing them to focus on what they love most: Creating.

Creative Fabrica is on the lookout for a dynamic, inquisitive, and driven Data Analyst who is eager to dive into the depths of data, uncover hidden insights, and contribute to our ambitious growth plans. Suppose you are passionate about turning data into compelling stories and making a tangible impact on business decisions. In that case, this is your opportunity to join an international team and shape the future of data analytics at Creative Fabrica.

In this role, you will be a key player in deciphering complex data, acting as a 'data detective' to uncover critical insights from vast data sets. You will be instrumental in enhancing our understanding of customers, improving our predictive capabilities, and driving growth.

What you will do:

Collect, manage, and maintain data sources, including internal databases and external datasets, to ensure data accuracy and currency.
Perform complex data analyses using statistical methods, machine learning algorithms, and data visualization tools to identify trends, patterns, and insights.
Identify business challenges and develop analytical solutions to address these challenges and support decision-making.
Clearly and concisely communicate the results of analyses to stakeholders through reports, dashboards, and presentations.
Translate data findings into actionable recommendations for improving processes, products, or strategies.
Collaborate with teams within the organization, including IT, marketing, and operational departments, to understand data analysis needs and provide appropriate solutions.
Stay up-to-date with new technologies and methodologies in the field of data analysis and apply them to enhance analysis processes.

What you will bring: 

Bachelor's or Master's degree in a relevant field, such as statistics, computer science, mathematics, or a related field.
At least 2 years of industry experience.
Strong programming skills in SQL.
Experience with data visualization and data analysis tools.
Knowledge of statistical and machine learning techniques.
Excellent problem-solving and analytical skills.

Nice to have:

Experience in complex modeling.
Strong programming skills, preferably in languages like Python, R, and/or other relevant tools.
Experience and/or understanding of DBT (Data Build Tool).

Let us take care of you.

Competitive Compensation: We believe that hard work, skills, and ambition should be fairly compensated.
Top-Notch Tools and Gear: You'll be equipped with everything you need: a top-of-the-line laptop, the latest collaboration tools, and stylish accessories to match.
Awesome Office: Based in a beautiful office in the center, working here means delicious lunches cooked by our very own chefs, plus access to our own CF library to keep the learning going.
And a great team: We work hard and have fun together. On Fridays, we kick off the weekend together at the local bar, but there's more; we regularly organize events and company trips, creating opportunities to bond and build meaningful connections.

Is this you?

Get in touch! We'd love to speak to you.

You can apply by clicking the """"Apply now"""" button.

Creative Fabrica is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees."""
"Portfolio Data Analyst
Portfolio Data Analyst with verification",Morgan Stanley,Budapest,Hungary,On-site,N/A,N/A,2024-08-01,Over 100 applicants,"10,001+ employees",Financial Services,https://www.linkedin.com/jobs/search/?currentJobId=3964284281&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3964284281,"""About the job
We offer:

• Unique opportunity to get exposure to the global lending and capital markets business while working with colleagues in London
• Technical language, proprietary environment, and infrastructure training
• Technical and professional on-the job training in securitized products and structured credit
• An introduction to Morgan Stanley and the global financial markets
• Contingent/Leased assignment working onsite at Morgan Stanley
• Contract via 3rd party agency

You will:

• Analyze assets including commercial real estate loans, residential mortgages, auto loans and other cash-flow generating assets
• Provide oversight of ongoing client requests for fundings
• Work with other internal teams to build-out transaction & collateral monitoring systems
• Provide senior management with monthly, quarterly and annual updates on the lending portfolio
• Conduct market and asset level research

You have:

• BSc or MSc in finance or a quantitative field (e.g. finance, economics and engineering)
• 0-3 years of experience. Preferably a background with a financial institution, rating agency or accounting firm
• Excellent data management skills: MS Excel, pivot tables, database management (Access or SQL experience is a plus)
• Strong work ethic, attention to detail, analytical mindset
• Proficient verbal and written communication skills in English

Team profile:

Morgan Stanley FID Deleverage and Lending group (“DLG”) is seeking to hire an analyst to be part of its lending portfolio management platform based in Budapest.
DLG provides asset-backed financing solutions to institutional clients and manages a portfolio backed by a diverse range of assets including consumer loans, residential and commercial mortgages, corporate loans, etc. The asset management team within DLG provides ongoing portfolio management, monitoring and risk oversight, and reports to senior management.

About Morgan Stanley

Morgan Stanley is a global financial services firm and a market leader in investment banking, securities, investment management and wealth management services. Throughout your contingent/leased assignment working onsite at Morgan Stanley, you will be exposed to a truly international and multi-cultural environment that appreciates and respects individuality. Our state-of-the-art offices in the City Centre have been designed to maximize collaboration.
At Morgan Stanley Budapest, we are shaping the future of our global business and contributing to our local community. Our team works across numerous areas, including Technology, Mathematical Modelling, Finance, Risk Management, Operations and Data & Analytics from our new state-of-the-art offices near the Danube and our City Gate office in the heart of the city center."""
"Senior Data Analyst
Senior Data Analyst",Stelfox Tech Recruitment,Cork,Ireland,On-site,Mid-Senior level,N/A,2024-08-01,Over 100 applicants,11-50 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/search/?currentJobId=3958368033&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=75,3958368033,"""About the job
Job Opportunity: Senior Data Analyst - Python and Data Wrangling 
Hybrid Cork

My clients company specializes in the Fintech sector. They are looking for a talented Senior Data Analyst to join their ever growing team.

Key Responsibilities:
• Design, develop, and maintain Power BI dashboards and reports that provide insightful and actionable business insights and intelligence.
• Utilize SQL for data querying, management, data manipulation and analysis, ensuring data accuracy and integrity across multiple sources and supporting BI reporting needs.
• Develop and maintain Python scripts for reproducible data analysis, automation and process improvements.
• Develop and maintain efficient and scalable ETL processes and pipelines to integrate data from new external sources into an existing cohesive data warehouse.
• Collaborate with cross-functional teams and business stakeholders to identify and clarify analytical requirements, understand data needs, deliver custom reports, and support data-driven decision-making.
• Conduct ad-hoc analyses and present findings in a clear and concise manner to non-technical stakeholders.
• Conduct thorough data analysis to identify trends, anomalies, and opportunities for improvement.
• Ensure compliance with data governance and security policies.
• Participate in the evaluation and implementation of new BI tools and technologies.

What your background should be:
• A degree in Computer Science, Data Analytics, Information Systems, or a related field is desirable.
• 4+ years of experience in data, reporting and analytics, with a proven track record in Power BI, SQL and Python.
• Demonstrate previous experience working with ETL processes and tools
• Previous experience in the financial services industry is desirable.

If you're passionate about technology and thrive in a fast-paced environment, Apply now!"""
